Que,Intent,I1,I2
Online access to myHR,Policy 2,1,0
Online service myHR Service Center,Policy 1,0,1
Online The myHR Service Center,Policy 1,0,1
Other Important Information,Policy 1,0,1
Other Important Information in Appendix A,Policy 1,0,1
Other Important Information in Appendix A of 401k plan,Policy 1,0,1
Other Important Information in the 1,Policy 1,0,1
Partial Payments,Policy 1,0,1
Partial Payments in  Military Leave Make-Up Contributions in Leaves of Absence,Policy 1,0,1
Partial Payments in 401k plan,Policy 1,0,1
Partial Payments in Distributions Under the Plan,Policy 1,0,1
Participating Employers  in Other Important Information in the 1,Policy 1,0,1
Part-time employee can participate in 1 ?,Policy 1,0,1
Password creation myHR,Policy 2,1,0
Payments That Cannot Be Rolled Over,Policy 1,0,1
Percentage of your contribution I receive as a Company matching contribution,Policy 1,0,1
Periodic payments that cannot be Rolled Over,Policy 1,0,1
Phone number myHR,Policy 2,1,0
Phone number Timing myHR,Policy 2,1,0
Plan Administrator,Policy 1,0,1
Plan Administrator  in Other Important Information in the 1,Policy 1,0,1
Plan Confidentiality,Policy 1,0,1
Plan Confidentiality of Voting Rights on Shares in the 1,Policy 1,0,1
Plan Documents Govern  in Other Important Information in the 1,Policy 1,0,1
Plan Name and Number ,Policy 1,0,1
Plan Name and Number in  Other Important Information,Policy 1,0,1
Plan Sponsor  ,Policy 1,0,1
Plan Sponsor  in Other Important Information in the 1,Policy 1,0,1
Plan Trustee in the 1,Policy 1,0,1
Plan Year  in Other Important Information in the 1,Policy 1,0,1
Post-Secondary Tuition Expenses,Policy 1,0,1
Post-Secondary Tuition Expenses in Hardship Withdrawal ,Policy 1,0,1
Post-Secondary Tuition Expenses in Hardship Withdrawal in 401k plan,Policy 1,0,1
Post-Secondary Tuition Expenses in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
Post-Secondary Tuition Expenses in Purchase or Construction of Principal Residence,Policy 1,0,1
Premier Option Dental Plans,Policy 2,1,0
Prevention of Foreclosure or Eviction,Policy 1,0,1
Prevention of Foreclosure or Eviction in Hardship Withdrawal ,Policy 1,0,1
Prevention of Foreclosure or Eviction in Hardship Withdrawal in 401k plan,Policy 1,0,1
Prevention of Foreclosure or Eviction in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
Prevention of Foreclosure or Eviction in Purchase or Construction of Principal Residence,Policy 1,0,1
Preventive care options for pets,Policy 2,1,0
Primary Residence Loans repay  within ?,Policy 1,0,1
Prime-time employee can participate in 1 ?,Policy 1,0,1
Procedure to Decrease automatic contributions,Policy 1,0,1
Procedure to Decrease automatic contributions/escalations,Policy 1,0,1
Procedure to Decrease automatic escalations,Policy 1,0,1
Procedure to Decrease or stop automatic contributions,Policy 1,0,1
Procedure to Decrease or stop automatic contributions/escalations,Policy 1,0,1
Procedure to Decrease or stop automatic escalations,Policy 1,0,1
Procedure to Increase automatic contributions,Policy 1,0,1
Procedure to Increase automatic contributions/escalations,Policy 1,0,1
Procedure to Increase automatic escalations,Policy 1,0,1
Procedure to Increase or stop automatic contributions,Policy 1,0,1
Procedure to Increase or stop automatic contributions/escalations,Policy 1,0,1
Procedure to Increase or stop automatic escalations,Policy 1,0,1
Procedure to Reduce automatic contributions,Policy 1,0,1
Procedure to Reduce automatic contributions/escalations,Policy 1,0,1
Procedure to Reduce automatic escalations,Policy 1,0,1
Procedure to Reduce or stop automatic contributions,Policy 1,0,1
Procedure to Reduce or stop automatic contributions/escalations,Policy 1,0,1
Procedure to Reduce or stop automatic escalations,Policy 1,0,1
Procedure to repay a loan,Policy 1,0,1
Procedure to Stop automatic contributions,Policy 1,0,1
Procedure to Stop automatic contributions,Policy 1,0,1
Procedure to Stop automatic contributions,Policy 1,0,1
Procedure to Stop automatic contributions/escalations,Policy 1,0,1
Procedure to Stop automatic contributions/escalations,Policy 1,0,1
Procedure to Stop automatic contributions/escalations,Policy 1,0,1
Procedure to Stop automatic escalations,Policy 1,0,1
Procedure to Stop automatic escalations,Policy 1,0,1
Procedure to Stop automatic escalations,Policy 1,0,1
Procedures That Apply to Claims Filed With the Claims Committee in Appendix B in the 1,Policy 1,0,1
Process to repay a loan,Policy 1,0,1
Processing fee charged to account for applying loans,Policy 1,0,1
Processing fee charged to account for loans,Policy 1,0,1
Processing fee charged to account for requesting loans,Policy 1,0,1
Processing fee for applying loans,Policy 1,0,1
Processing fee for loans,Policy 1,0,1
Processing fee for requesting loans,Policy 1,0,1
Processing of General Purpose Loans,Policy 1,0,1
Processing of Primary Residence Loans,Policy 1,0,1
Provide me with phone number of myHR,Policy 2,1,0
Prudent Actions by Plan Fiduciaries,Policy 1,0,1
Prudent Actions by Plan Fiduciaries in Other Important Information in the 1,Policy 1,0,1
Purchase or Construction of Principal Residence,Policy 1,0,1
Purchase or Construction of Principal Residence in Hardship Withdrawal ,Policy 1,0,1
Purchase or Construction of Principal Residence in Hardship Withdrawal in 401k plan,Policy 1,0,1
Purchase or Construction of Principal Residence in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
Receive Information about Your Plan and Benefits,Policy 1,0,1
Receive Information about Your Plan and Benefits in Other Important Information in the 1,Policy 1,0,1
Reduce automatic contributions  1,Policy 1,0,1
Reduce automatic contributions/escalations,Policy 1,0,1
Reduce automatic escalations  1,Policy 1,0,1
Reduce or stop automatic contributions  ,Policy 1,0,1
Reduce or stop automatic contributions/escalations,Policy 1,0,1
Reduce or stop automatic escalations,Policy 1,0,1
Regional Plan option Medical Plan,Policy 2,1,0
Regular part-time employee can participate in 1 ?,Policy 1,0,1
Reimbursement expenses in Adoption of a child,Policy 2,1,0
Repairs to Primary Residence due to a Natural Disaster or Casualty Loss,Policy 1,0,1
Repairs to Primary Residence due to a Natural Disaster or Casualty Loss in Hardship Withdrawal ,Policy 1,0,1
Repairs to Primary Residence due to a Natural Disaster or Casualty Loss in Hardship Withdrawal in 401k plan,Policy 1,0,1
Repairs to Primary Residence due to a Natural Disaster or Casualty Loss in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
Repairs to Primary Residence due to a Natural Disaster or Casualty Loss in Purchase or Construction of Principal Residence,Policy 1,0,1
Repay duration General Purpose Loans,Policy 1,0,1
Repay duration Primary Residence Loans,Policy 1,0,1
Repay loan in full at any time by cashiers check ,Policy 1,0,1
Repay loan in full at any time by cashiers check or money order,Policy 1,0,1
Repay loan in full at any time by money order,Policy 1,0,1
Repay time General Purpose Loans,Policy 1,0,1
Repay time Primary Residence Loans,Policy 1,0,1
"Requesting full repayment, will be sent after 30 days if payment",Policy 1,0,1
Required Distribution,Policy 1,0,1
Required Distribution in the 1,Policy 1,0,1
Retiree medical plan for Discover employees,Policy 2,1,0
Retiree medical plan for employees,Policy 2,1,0
Retirement Plan Investment Committee (RPIC),Policy 1,0,1
Retirement Plan Investment Committee (RPIC)  in Discretionary Authority of Plan Administrator and Other Plan Fiduciaries,Policy 1,0,1
Returning primary residence loan application form,Policy 1,0,1
Rowe Price Target Date Active Trust closest to the year you turn age 65,Policy 1,0,1
Services provided Live and Work Well Program,Policy 2,1,0
Share in the cost of coverage Medical Plan,Policy 2,1,0
Short-Term Disability (STD) Insurance,Policy 2,1,0
Situations when I become 100% vested in any Company Contributions,Policy 1,0,1
Situations where I will not have a severance from service,Policy 1,0,1
so what if i repay it sooner,Policy 1,0,1
SPD about 1,Policy 1,0,1
Speak with caring registered nurses,Policy 2,1,0
special distribution rules in  Required Distribution,Policy 1,0,1
Special tax rules  Important Tax Implications,Policy 1,0,1
Sponsors Employer Identification Number,Policy 1,0,1
Sponsors Employer Identification Number  in Other Important Information in the 1,Policy 1,0,1
Standard Option Dental Plans,Policy 2,1,0
State Withholding Taxes in Taxation of Distributions in 401k plan,Policy 1,0,1
Steps to Decrease automatic contributions,Policy 1,0,1
Steps to Decrease automatic contributions/escalations,Policy 1,0,1
Steps to Decrease automatic escalations,Policy 1,0,1
Steps to Decrease or stop automatic contributions,Policy 1,0,1
Steps to Decrease or stop automatic contributions/escalations,Policy 1,0,1
Steps to Decrease or stop automatic escalations,Policy 1,0,1
Steps to Increase automatic contributions,Policy 1,0,1
Steps to Increase automatic contributions/escalations,Policy 1,0,1
Steps to Increase automatic escalations,Policy 1,0,1
Steps to Increase or stop automatic contributions,Policy 1,0,1
Steps to Increase or stop automatic contributions/escalations,Policy 1,0,1
Steps to Increase or stop automatic escalations,Policy 1,0,1
Steps to Reduce automatic contributions,Policy 1,0,1
Steps to Reduce automatic contributions/escalations,Policy 1,0,1
Steps to Reduce automatic escalations,Policy 1,0,1
Steps to Reduce or stop automatic contributions,Policy 1,0,1
Steps to Reduce or stop automatic contributions/escalations,Policy 1,0,1
Steps to Reduce or stop automatic escalations,Policy 1,0,1
Steps to repay a loan,Policy 1,0,1
Steps to Stop automatic contributions  ,Policy 1,0,1
Steps to Stop automatic contributions  ,Policy 1,0,1
Steps to Stop automatic contributions  ,Policy 1,0,1
Steps to Stop automatic contributions/escalations,Policy 1,0,1
Steps to Stop automatic contributions/escalations,Policy 1,0,1
Steps to Stop automatic contributions/escalations,Policy 1,0,1
Steps to Stop automatic escalations,Policy 1,0,1
Steps to Stop automatic escalations,Policy 1,0,1
Steps to Stop automatic escalations,Policy 1,0,1
Stock or other property is accepted Rollover?,Policy 1,0,1
Stop automatic contributions  1,Policy 1,0,1
Stop automatic contributions  1,Policy 1,0,1
Stop automatic contributions  1,Policy 1,0,1
Stop automatic contributions/escalations,Policy 1,0,1
Stop automatic contributions/escalations,Policy 1,0,1
Stop automatic contributions/escalations,Policy 1,0,1
Stop automatic escalations  1,Policy 1,0,1
Stop automatic escalations  1,Policy 1,0,1
Stop automatic escalations  1,Policy 1,0,1
Subsidy limit Commuter Benefit Program,Policy 2,1,0
Summary about 1,Policy 1,0,1
Summary Plan Description about 1,Policy 1,0,1
Supplemental AD&D Insurance Coverage ,Policy 2,1,0
Supplemental Life Insurance coverage,Policy 2,1,0
Supplemental Life Insurance dependents,Policy 2,1,0
Suspension for Withdrawing Pre-Tax Contributions in In-Service Withdrawals,Policy 1,0,1
Take a loan if already have an outstanding loan,Policy 1,0,1
Tax forms Employees Withholding Allowance Certificate,Policy 2,1,0
Taxable distribution  Terminate Employment,Policy 1,0,1
Taxation of Distributions,Policy 1,0,1
Taxation of Distributions in 401k plan,Policy 1,0,1
Tell how  my Plan distribution reported to the IRS?,Policy 1,0,1
Tell me  about Appendix B,Policy 1,0,1
Tell me  All Appeals Procedures That Apply to Appeals Filed With the Hearing Panel in Appendix B,Policy 1,0,1
Tell me  All claims Procedures That Apply to Claims Filed With the Claims Committee in Appendix B,Policy 1,0,1
Tell me  Discretionary Authority of Plan Administrators in Appendix B,Policy 1,0,1
Tell me  Exhaustion of Administrative Remedies in  Procedures That Apply to Appeals Filed With the Hearing Panel in Appendix B,Policy 1,0,1
Tell me  Procedures That Apply to Appeals Filed With the Hearing Panel in Appendix B,Policy 1,0,1
Tell me about  Adoption Assistance balance benefit in benefit  resources,Policy 2,1,0
Tell me about  Automatic Pre-Tax Contributions 1,Policy 1,0,1
Tell me about  C.A.R.E. Program balance benefit in benefit  resources,Policy 2,1,0
Tell me about  Dependent Day Care FSA balance benefit in benefit  resources,Policy 2,1,0
Tell me about  iRefer Employee Referral Program balance benefit in benefit  resources,Policy 2,1,0
Tell me about  Limits on Catch-Up Contributions,Policy 1,0,1
Tell me about  Limits on Employee and Catch-Up Contributions,Policy 1,0,1
Tell me about  Limits on Employee Contributions,Policy 1,0,1
Tell me about  Live and Work Well balance benefit in benefit  resources,Policy 2,1,0
Tell me about  Military Leave Make-Up Contributions in Leaves of Absence,Policy 1,0,1
Tell me about  Pet Insurance balance benefit in benefit  resources,Policy 2,1,0
Tell me about  Tender Offers Rules in Voting Rights on Shares in the 1,Policy 1,0,1
Tell me about  Tuition Reimbursement balance benefit in benefit  resources,Policy 2,1,0
Tell me about 1,Policy 1,0,1
Tell me about 1  Limits,Policy 1,0,1
Tell me about 24/7 Nurseline ,Policy 2,1,0
Tell me about 401(k) wealth benefit in benefit  resources,Policy 2,1,0
Tell me about about Investment alternatives ,Policy 1,0,1
Tell me about about Investment Options ,Policy 1,0,1
Tell me about Accidental Death & Dismemberment (AD&D) Insurance wealth benefit in benefit  resources,Policy 2,1,0
Tell me about After-Tax Contributions,Policy 1,0,1
Tell me about Appendix A 1 ,Policy 1,0,1
Tell me about Automatic  Payment in Distributions Under the Plan,Policy 1,0,1
Tell me about Basic Life Insurance wealth benefit in benefit  resources,Policy 2,1,0
Tell me about Beneficiaries,Policy 1,0,1
Tell me about Beneficiary Designation in Beneficiaries,Policy 1,0,1
Tell me about Business Travel Accident Insurance wealth benefit in benefit  resources,Policy 2,1,0
Tell me about Catch-Up Contributions 1,Policy 1,0,1
Tell me about Child Care Discounts balance benefit in benefit  resources,Policy 2,1,0
Tell me about Company Contributions  ,Policy 1,0,1
Tell me about Company Contributions 1,Policy 1,0,1
Tell me about Contributions  1,Policy 1,0,1
Tell me about Deferring Your Payment in Distributions Under the Plan,Policy 1,0,1
Tell me about dental health benefit in benefit  resources,Policy 2,1,0
Tell me about Dental plan,Policy 2,1,0
Tell me about Direct Rollover in Distributions Under the Plan,Policy 1,0,1
Tell me about Discover 24/7 Nurseline ,Policy 2,1,0
Tell me about Discover Dental plan,Policy 2,1,0
Tell me about Discover Healthcare FSA,Policy 2,1,0
Tell me about Discover medical plan,Policy 2,1,0
Tell me about Discover MetLife Dental Plan plan,Policy 2,1,0
Tell me about Discover Retiree medical plan,Policy 2,1,0
Tell me about Discover Vision Benefits,Policy 2,1,0
Tell me about Discover Weight Watchers ,Policy 2,1,0
Tell me about Distributions Under the Plan,Policy 1,0,1
Tell me about Dividend Payment Election,Policy 1,0,1
Tell me about Eligibility and Participation 1,Policy 1,0,1
Tell me about Eligibility for 1,Policy 1,0,1
Tell me about Employee Contributions 1,Policy 1,0,1
"Tell me about Employee Stock Purchase
Plan (ESPP) wealth benefit in benefit  resources",Policy 2,1,0
Tell me about Federal Income Withholding Taxes in Taxation of Distributions,Policy 1,0,1
Tell me about Final Distribution in Distributions Under the Plan,Policy 1,0,1
Tell me about Forfeitures 1,Policy 1,0,1
Tell me about General Purpose Loans,Policy 1,0,1
Tell me about Hardship Withdrawal in In-Service Withdrawals,Policy 1,0,1
Tell me about Healthcare Flexible Spending Account (FSA) health benefit in benefit  resources,Policy 2,1,0
Tell me about Healthcare FSA,Policy 2,1,0
Tell me about Important Tax Implications,Policy 1,0,1
Tell me about In-Service Withdrawals,Policy 1,0,1
Tell me about Leaves of Absence,Policy 1,0,1
Tell me about Limits on Company Contributions,Policy 1,0,1
Tell me about Limits on Total Contributions,Policy 1,0,1
Tell me about Live well,Policy 2,1,0
Tell me about Live well Balance ,Policy 2,1,0
Tell me about Live well Health  ,Policy 2,1,0
Tell me about Live well Health wealth Balance,Policy 2,1,0
Tell me about Live well Wealth  ,Policy 2,1,0
Tell me about Livewell,Policy 2,1,0
Tell me about Livewell Balance ,Policy 2,1,0
Tell me about Livewell Health  ,Policy 2,1,0
Tell me about Livewell Health wealth Balance,Policy 2,1,0
Tell me about Livewell Wealth  ,Policy 2,1,0
Tell me about Loan Default,Policy 1,0,1
Tell me about Loan Default Terminate Employment,Policy 1,0,1
Tell me about Loan Default While Active,Policy 1,0,1
Tell me about Loans,Policy 1,0,1
Tell me about Long Term Disability Insurance wealth benefit in benefit  resources,Policy 2,1,0
Tell me about Matching Company Contributions,Policy 1,0,1
Tell me about Matching Contributions 1,Policy 1,0,1
Tell me about Medical health benefit in benefit  resources,Policy 2,1,0
Tell me about medical plan,Policy 2,1,0
Tell me about MetLife Dental Plan plan,Policy 2,1,0
Tell me about Military Service in loans,Policy 1,0,1
Tell me about net unrealized appreciation ,Policy 1,0,1
Tell me about net unrealized appreciation (NUA),Policy 1,0,1
Tell me about Nonhardship Withdrawal in In-Service Withdrawals,Policy 1,0,1
Tell me about NUA,Policy 1,0,1
tell me about Other Important Information in Appendix A,Policy 1,0,1
Tell me about Partial Payments in Distributions Under the Plan,Policy 1,0,1
Tell me about Participation of  1,Policy 1,0,1
Tell me about Plan Confidentiality of Voting Rights on Shares in the 1,Policy 1,0,1
Tell me about Plan Name and Number in  Other Important Information,Policy 1,0,1
Tell me about Pre-Tax Contributions 1,Policy 1,0,1
Tell me about Primary Residence Loans,Policy 1,0,1
Tell me about Repaying a Loan,Policy 1,0,1
Tell me about Required Distribution,Policy 1,0,1
Tell me about Restrictions on Trading,Policy 1,0,1
Tell me about Retiree medical plan,Policy 2,1,0
Tell me about Rollover Contributions 1,Policy 1,0,1
Tell me about Service Crediting,Policy 1,0,1
Tell me about Short Term Disability Insurance wealth benefit in benefit  resources,Policy 2,1,0
Tell me about State Withholding Taxes in Taxation of Distributions,Policy 1,0,1
Tell me about Suspension for Withdrawing Pre-Tax Contributions in In-Service Withdrawals,Policy 1,0,1
Tell me about Taxation of Distributions,Policy 1,0,1
Tell me about The  Paid Time Off (PTO),Policy 2,1,0
Tell me about The  Payroll Schedule,Policy 2,1,0
Tell me about The Legal Assistance Plan. balance benefit in benefit  resources,Policy 2,1,0
Tell me about The Prorated (PTO) for 1st Year in   Paid Time Off (PTO),Policy 2,1,0
Tell me about Transferring  Money,Policy 1,0,1
Tell me about Transition Credit Contributions 1,Policy 1,0,1
Tell me about Vesting 1,Policy 1,0,1
Tell me about Vision Benefits,Policy 2,1,0
Tell me about vision health benefit in benefit  resources,Policy 2,1,0
Tell me about Voting Rights on Shares in the 1,Policy 1,0,1
Tell me about Voting Rules in Voting Rights on Shares in the 1,Policy 1,0,1
Tell me about Wageworks Commuter Benefits balance benefit in benefit  resources,Policy 2,1,0
Tell me about Weight Watchers ,Policy 2,1,0
Tell me about Weight Watchers health benefit in benefit  resources,Policy 2,1,0
"Tell me about24/7 Nurseline & Health
Coaching health benefit in benefit  resources",Policy 2,1,0
Tell me aboutAuto & Homeowners Insurance Benefit balance benefit in benefit  resources,Policy 2,1,0
Tell me Agent for Service of Legal Process  in Other Important Information,Policy 1,0,1
Tell me Assignments  or Pledges  in Other Important Information,Policy 1,0,1
Tell me Assistance with Your Questions in Other Important Information,Policy 1,0,1
Tell me Confirmation of Your Elections in Other Important Information,Policy 1,0,1
Tell me Discretionary Authority of Plan Administrator and Other Plan Fiduciaries in Other Important Information,Policy 1,0,1
Tell me Enforce Your Rights in Other Important Information,Policy 1,0,1
Tell me General Claims & Appeals Process in Appendix B,Policy 1,0,1
Tell me how  special tax rule on net unrealized appreciation function,Policy 1,0,1
Tell me how  special tax rule on net unrealized appreciation work,Policy 1,0,1
Tell me how  special tax rule on NUA function,Policy 1,0,1
Tell me how  special tax rule on NUA work,Policy 1,0,1
Tell me how post-distribution decreases in the value of distributed stock be taxed?,Policy 1,0,1
Tell me how post-distribution increases in the value of distributed stock be taxed?,Policy 1,0,1
Tell me how to  determine if the special tax treatment on NUA benefits me?,Policy 1,0,1
Tell me How unvoted shares are voted ,Policy 1,0,1
Tell me If the 1 is Terminated or Modified  in Other Important Information,Policy 1,0,1
Tell me In General Procedures That Apply to Claims Filed With the Claims Committee in Appendix B,Policy 1,0,1
Tell me Legal and Compliance Department in Other Important Information,Policy 1,0,1
Tell me more about  Balance Benefits Resources,Policy 2,1,0
Tell me more about  Health Benefits Resources,Policy 2,1,0
Tell me more about  wealth Benefits Resources,Policy 2,1,0
Tell me more about Benefits Enrollment Categories,Policy 2,1,0
Tell me more about Benefits Enrollment Deductions in Default Benefits: Day One,Policy 2,1,0
Tell me more about Benefits Enrollment Process,Policy 2,1,0
Tell me more about Benefits Resources,Policy 2,1,0
Tell me more about Critical Benefits Enrollment Tips for myHR in Default Benefits: Day One,Policy 2,1,0
Tell me more about Default Benefits: Day One,Policy 2,1,0
Tell me more about Default Coverage (if you do nothing) in Default Benefits: Day One,Policy 2,1,0
Tell me more about Health and Welfare Eligible Earnings (HWEE),Policy 2,1,0
Tell me No Guarantee of  Employment  in Other Important Information,Policy 1,0,1
Tell me Other Important Information,Policy 1,0,1
Tell me Participating Employers  in Other Important Information,Policy 1,0,1
Tell me Plan Administrator  in Other Important Information,Policy 1,0,1
Tell me Plan Documents Govern  in Other Important Information,Policy 1,0,1
Tell me Plan Sponsor  in Other Important Information,Policy 1,0,1
Tell me Plan Trustee,Policy 1,0,1
Tell me Plan Year  in Other Important Information,Policy 1,0,1
Tell me Procedures That Apply to Claims Filed With the Claims Committee in Appendix B,Policy 1,0,1
Tell me Prudent Actions by Plan Fiduciaries in Other Important Information,Policy 1,0,1
Tell me Receive Information about Your Plan and Benefits in Other Important Information,Policy 1,0,1
Tell me Sponsors Employer Identification Number  in Other Important Information,Policy 1,0,1
tell me the consequences if  you terminate employment (including retirement) with Discover in  Automatic  Payment,Policy 1,0,1
tell me the consequences if  you terminate employment (including retirement) with Discover in  Deferring Your Payment,Policy 1,0,1
tell me the consequences if  you terminate employment (including retirement) with Discover in  Final Distribution,Policy 1,0,1
tell me the consequences if  you terminate employment (including retirement) with Discover in  Partial Payments,Policy 1,0,1
"tell me the consequences If you die, your surviving spouse, or if you are divorced in Direct Rollover",Policy 1,0,1
Tell me the process in Benefits Enrollment Process,Policy 2,1,0
Tell me Top-Heavy Rules  in Other Important Information,Policy 1,0,1
Tell me Type of Plan in Other Important Information,Policy 1,0,1
Tell me Your ERISA Rights in Other Important Information,Policy 1,0,1
Temporary employee can participate in 1 ?,Policy 1,0,1
The automatic enrollment terms 1,Policy 1,0,1
The automatic enrollment terms and automatic escalation terms,Policy 1,0,1
The automatic escalation terms  1,Policy 1,0,1
The myHR Service Center,Policy 1,0,1
"To get a primary loan, what do you need?",Policy 1,0,1
Top-Heavy Rules  in Other Important Information in the 1,Policy 1,0,1
Type of Plan,Policy 1,0,1
Type of Plan  in Other Important Information in the 1,Policy 1,0,1
Types of Hardship and Documentation Required,Policy 1,0,1
Types of Hardship and Documentation Required in Hardship Withdrawal ,Policy 1,0,1
Types of Hardship and Documentation Required in Hardship Withdrawal in 401k plan,Policy 1,0,1
Types of Hardship and Documentation Required in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
Uninsured or Unreimbursed Medical Expenses,Policy 1,0,1
Uninsured or Unreimbursed Medical Expenses in Hardship Withdrawal ,Policy 1,0,1
Uninsured or Unreimbursed Medical Expenses in Hardship Withdrawal in 401k plan,Policy 1,0,1
Uninsured or Unreimbursed Medical Expenses in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
Unpaid leave of absence loan repayments,Policy 1,0,1
Unsatisfactory rating  Performance evaluation Tuition Reimbursement,Policy 2,1,0
Unvoted shares,Policy 1,0,1
User ID creation myHR,Policy 2,1,0
Various types of money transactions in 1,Policy 1,0,1
Various ways of money transactions  in 1,Policy 1,0,1
Vision Benefits for Discover employees,Policy 2,1,0
Vision Benefits for employees,Policy 2,1,0
Vision Benefits levels of coverage,Policy 2,1,0
Vision Benefits two levels of coverage,Policy 2,1,0
Voting Rights on Shares in the 1,Policy 1,0,1
Voting Rights on Shares in the 1 of 401k plan,Policy 1,0,1
Voting Rules in Voting Rights on Shares in the 1,Policy 1,0,1
Voting Rules in Voting Rights on Shares in the 1 of 401k plan,Policy 1,0,1
VSP  levels of coverage,Policy 2,1,0
VSP two levels of coverage,Policy 2,1,0
Waiting period for nonexempt employees Short-Term Disability (STD) Insurance,Policy 2,1,0
Wealth benefits discover,Policy 2,1,0
Website address Live and Work,Policy 2,1,0
Website to  request a loan,Policy 1,0,1
Weight Watchers  for Discover employees,Policy 2,1,0
Weight Watchers  for employees,Policy 2,1,0
What are after-tax contributions?,Policy 1,0,1
what are all the main points in Nonhardship Withdrawal in In-Service Withdrawals,Policy 1,0,1
what are all the special distribution rules in  Required Distribution,Policy 1,0,1
What are before tax contributions?,Policy 1,0,1
What are catch-up contributions?,Policy 1,0,1
What are employee contributions?,Policy 1,0,1
What are General Purpose Loans?,Policy 1,0,1
What are general purpose loans?,Policy 1,0,1
What are investment directions?,Policy 1,0,1
What are loan types?,Policy 1,0,1
What are loans?,Policy 1,0,1
"what are Must enroll within 31 days;
change only with
Qualified Life Event field in Benefits Enrollment Categories",Policy 2,1,0
what are no elections required field in Benefits Enrollment Categories,Policy 2,1,0
What are pre-tax contributions?,Policy 1,0,1
What are Primary Residence Loans?,Policy 1,0,1
What are primary residence loans?,Policy 1,0,1
What are rollover contributions?,Policy 1,0,1
What are suspension of loan repayment terms?,Policy 1,0,1
What are tax impacts for distributions?,Policy 1,0,1
"what are the actions If you die, your surviving spouse, or if you are divorced in Direct Rollover",Policy 1,0,1
what are the actions If you terminate employment (including retirement) with Discover in  Automatic  Payment,Policy 1,0,1
what are the actions If you terminate employment (including retirement) with Discover in Deferring Your Payment,Policy 1,0,1
what are the actions If you terminate employment (including retirement) with Discover in Final Distribution,Policy 1,0,1
what are the actions If you terminate employment (including retirement) with Discover in Partial Payments,Policy 1,0,1
what are the benefits if If you are in active qualified military service,Policy 1,0,1
what are the categoies in  Benefits Enrollment Deductions in Default Benefits: Day One,Policy 2,1,0
what are the categoies in  Critical Benefits Enrollment Tips for myHR in Default Benefits: Day One,Policy 2,1,0
what are the categoies in  Default Coverage (if you do nothing) in Default Benefits: Day One,Policy 2,1,0
what are the categoies in  Health Benefits Resources,Policy 2,1,0
what are the categoies in  wealth Benefits Resources,Policy 2,1,0
what are the categoies in Balance Benefits Resources,Policy 2,1,0
what are the categoies in Benefits Resources,Policy 2,1,0
what are the categoies in Default Benefits: Day One,Policy 2,1,0
what are the categoies in Health and Welfare Eligible Earnings (HWEE),Policy 2,1,0
What are the contribution amounts?,Policy 1,0,1
What are the contribution restrictions?,Policy 1,0,1
What are the differences between primary and general loans?,Policy 1,0,1
what are the Other Important Information in Appendix A,Policy 1,0,1
What are the process for getting a primary loan?,Policy 1,0,1
what are the required documentation in Burial and Funeral Expenses in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
what are the required documentation in Post-Secondary Tuition Expenses in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
what are the required documentation in Prevention of Foreclosure or Eviction in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
what are the required documentation in Purchase or Construction of Principal Residence,Policy 1,0,1
what are the required documentation in Purchase or Construction of Principal Residence in Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
what are the required documentation in Repairs to Primary Residence due to a Natural Disaster or Casualty Loss in In-Service Withdrawals ,Policy 1,0,1
what are the required documentation in Uninsured or Unreimbursed Medical Expenses,Policy 1,0,1
what are the required documentation in Uninsured or Unreimbursed Medical Expenses  Hardship Withdrawal in In-Service Withdrawals ,Policy 1,0,1
What are the Restrictions on Discover Stock Fund Transactions?,Policy 1,0,1
What are the rules around vesting?,Policy 1,0,1
what are the steps in  Balance Benefits Resources,Policy 2,1,0
what are the steps in  Benefits Enrollment Deductions in Default Benefits: Day One,Policy 2,1,0
what are the steps in  Critical Benefits Enrollment Tips for myHR in Default Benefits: Day One,Policy 2,1,0
what are the steps in  Default Coverage (if you do nothing) in Default Benefits: Day One,Policy 2,1,0
what are the steps in  Health Benefits Resources,Policy 2,1,0
what are the steps in  wealth Benefits Resources,Policy 2,1,0
what are the steps in after receiving packets in Benefits Enrollment Process,Policy 2,1,0
what are the steps in Benefits Enrollment Categories,Policy 2,1,0
what are the steps in Benefits Enrollment Process,Policy 2,1,0
what are the steps in Benefits Resources,Policy 2,1,0
what are the steps in Default Benefits: Day One,Policy 2,1,0
what are the steps in Health and Welfare Eligible Earnings (HWEE),Policy 2,1,0
what are the three categoies in Benefits Enrollment Categories,Policy 2,1,0
what are the ways  to  determine if the special tax treatment on NUA benefits me?,Policy 1,0,1
what are the ways in which  unvoted shares are voted ,Policy 1,0,1
what are the ways involved in Benefits Enrollment Process,Policy 2,1,0
